TRACTCE,make_lq,serv_lq,prof_lq,supp_lq
442700,0.176278730282577,2.773926105310874,0.391522303734067,0.561864958051408
442800,0.126389646872648,2.863198426850297,0.495382234237692,0.427265314830267
442900,1.253328156007915,0.24539392131016,0.047539354904482,2.384003366277541
443001,0.397915730345467,0.805064268157893,0.155962445037513,2.607068008736258
443002,0.418568795934332,1.190882265181658,0.369129108670099,1.987301163303959
443102,1.120059092824278,0.690454424427082,0.617351344940154,1.543298141808213
443301,0.741215576133713,1.38715730518382,1.133021291890165,0.748133188516526
504311,1.164523526838739,1.478614464721116,0.952863052452291,0.365117632673137
504314,0.049870704990527,0.211886967674802,0.035184139975481,3.708978590479095
504315,0.656441818623809,0.686956037200597,0.53232690821187,2.116370469626327
423400,0.114551498129756,0.099326111006493,2.232085901705701,1.773428501555236
423500,0.384020260396895,2.127510116586305,0.613823622969068,0.819196466322982
423602,0.268323133406234,1.660550097995821,0.473259736663935,1.559562998850184
427600,0.012814235384007,1.11480933404237,0.28628360673835,2.573151045177802
015700,0.028933982540898,0.249562355719417,0.14802505190347,3.589694184745051
015900,0.053125332465974,2.687083196310929,0.435318102519065,0.744346091729777
016000,0.035308342680975,0.919737754106828,1.53353966315782,1.627150033757576
016200,0.106339548626806,0.569728083186973,0.181508017931588,3.140939344592865
016300,0.215717902728045,0.644270181990488,0.700559569692958,2.477442197784844
016400,0.386341137560261,0.631329880100234,1.446698812105041,1.635566250763785
016600,0.192491195665494,2.357407855648694,0.500837147444407,0.883323590204891
015500,0.059237019636455,1.381587004010081,0.552069037889605,2.003485001803931
015600,0.137819771187362,2.708705818906243,0.706095600775302,0.386986657546788
016700,0.153666643832599,0.953422995081298,1.674377306276711,1.338764653134835
433000,0.466912994752163,0.644911934527908,0.042232111007783,2.804727848135213
433200,1.221239202256707,2.062694555460395,0.358105392577707,0.228821113077933
433300,1.496949807882416,0.71657554856807,0.951522242753121,0.813488285288723
433400,2.479665439226863,0.496391790342547,0.7582024287165,0.175326678612466
433500,1.734444448152889,1.312175829227938,0.383484129562825,0.448879913109915
433102,0.10188656351805,2.528335775053624,0.929083212187163,0.413117145439297
440307,2.049728703988859,1.060937407649936,0.647425498585954,0.139283960240466
433800,0.224608262588501,2.19497343067264,0.274070776453252,1.224699503316172
440308,0.106235113019633,0.72764517796765,0.275856291837427,2.889944541046919
441200,0.903320385251788,0.973395887863634,0.404084516688101,1.66910917793434
441301,3.307674508496695,0,0.459820312093356,0.086558059469925
441302,0.385216292142952,1.956991332702963,0.467887335112538,1.128879937077862
