make_c,serv_c,prof_c,supp_c,TRACTCE
0.067765585959413,-0.411716506260885,-0.03808562475776,0.282727141414313,442700
-0.073564841771717,0.110049010448742,-0.274681472460176,0.103526788102176,442800
-0.707092229807092,0.046497589881261,0.444691346895219,0.046744007486136,442900
-0.133972922010969,0.301512564975201,0.002602438192948,-0.442365012058749,443001
-0.077374433940957,-0.24164157838029,-0.252001041614846,0.30051895368847,443002
-0.570429138333049,-0.460262555299923,0.14954801425812,0.711690507787171,443102
-0.19767690948169,-0.342555782515136,-0.565884316900235,0.919474726432207,443301
-0.875096585285738,0.023713491985686,-0.004832516605936,0.747830084603121,504311
0.098022622316303,0.021069565925316,0.348951122850551,-0.830868021819635,504314
1.285196479627015,-0.649738540327374,-0.353226572890907,-0.241350047989697,504315
0.20983038805525,0.122765256204371,-1.455635033278282,0.651618039471849,423400
-0.181707205069823,-0.141621987416775,-0.113939229019995,0.285050262304609,423500
0.305149379594728,-0.218747270538198,-0.066617536121302,-0.150357462427493,423602
0.266692451999455,0.284746292771596,-0.015981481231454,-0.787441483636094,427600
-0.008488835051829,0.077790557194832,-0.039279827204834,-0.47180815486209,015700
0.017740771088881,-1.245643634871814,-0.003200681375061,1.024296055832299,015900
0.03815348660472,-0.39814555360577,-0.874861512928726,0.807375154240884,016000
0.051281234867468,0.673375204623224,0.027739125640449,-1.065698096184299,016200
-0.063249577477599,0.407352277342817,-0.013589094661807,-0.620997263556025,016300
-0.053718729031053,1.067041918106166,-0.994266036265772,-0.321863380288143,016400
0.351032382749058,0.073310835180004,-0.201646287867944,-0.283797115987131,016600
-0.033024086141649,0.197153952256932,-0.268613262870505,-0.204242697468969,015500
-0.021082896291159,-1.619356414598901,-0.40804213806881,1.788045402322314,015600
0.145334216906634,0.086394093132415,-0.00641998496698,-0.406378897337485,016700
0.015103909157579,-0.058213641121931,0.137177818669828,-0.337602558991885,433000
0.334273793591682,-0.212207088027735,-0.027065367093143,0.119153744981259,433200
-0.971022920425838,-0.64765298996108,-0.811585451140443,2.136623064669186,433300
0.632917963350277,-0.046786622411698,-0.409679903188315,0.28614916064706,433400
-1.576377003613585,-0.109703737455371,0.097249658366813,1.435851066265888,433500
0.23766914434841,-0.076541380830083,-0.430017531225248,0.153243442093055,433102
-0.333266147834256,-0.382466717524284,0.149499733511965,0.788897046159851,440307
-0.120986271168291,-0.658105231601213,-0.154755595800208,0.692902543503183,433800
-0.033416535669123,-0.018582326216786,-0.109464865290795,-0.216259123691099,440308
-0.287253420316142,0.28499069965696,0.237218331092498,-0.318170647538928,441200
-0.252612347659463,0.021745855452745,0.071463175971923,0.664101989422134,441301
-0.145503239775513,-0.085942795486095,-0.123294984836304,0.184657194358652,441302
0.990544275048481,-1.000960714002528,-0.10867144125409,0.433625986582072,440331
-0.428026049065384,-0.472904984627398,-0.165026388079309,0.834129630447463,433900
-0.141807486272213,-1.275290217242403,-0.274571179910398,1.408885386753146,434000
-0.303895930700171,0.287622443261618,-0.127363308465391,-0.036764338270873,435500
0.245356999973398,-0.087009069481772,0.053086045102767,-0.329501292383638,435800
0.778134720268588,-0.12128738564807,-0.15029177942632,0.090544992411087,435900
-0.068996982427693,-1.372844932384396,-0.303672328527835,1.451392149537928,436000
-0.005498898365326,-0.066126882566582,-0.227887317763591,0.069561362110624,436100
0.5473105834856,-0.10638960639274,0.137805608895906,-0.583170907654468,436200
-0.525841302320219,0.429589605878464,0.470543734020823,-0.343979718213002,436300
-0.131576253985081,0.448007036876367,0.012416171285531,-0.722535372178403,436401
-0.908213999973747,0.388210081092558,0.656622564605383,-0.058350731505653,436602
0.677075716969609,-1.122308073314082,-0.402453956941768,0.817941238895473,436700
-0.114949845775608,0.146945219894103,0.039608057648975,-0.459191668312861,436800
-0.038622207746821,-1.246932752710566,-0.122260845013661,1.156254220854912,016900
-0.026582405696161,0.048549260438788,-0.09959316643709,-0.155901603734637,017000
0.110869322947167,0.202456543186353,0.157051239233609,-0.631938178444291,436900
0.008993918038297,0.06140658269777,-0.19895916315867,0.005330901345991,437000
0.661399662180303,-1.170637210485542,-0.244953572349698,0.756100273293552,437200
-0.324034732801425,-0.754112423284688,-0.076235470007238,0.777795853826137,437300
0.213831963218479,-1.357362886100185,-0.032172677131954,1.03237035268197,437400
0.016594269088646,0.308905321539243,-0.053232690821187,-0.61078436340638,437600
0.096040915018297,-0.440260989151585,0.433357253849654,-0.148883587162734,437900
-0.226083544795441,-0.161447794069174,0.06224945485832,0.211406198074318,438100
-0.198761299205632,-0.817212968670529,0.006168869907,0.775622187420904,438201
1.427130962821937,-0.417879395806626,-0.36192408183268,-0.105105144640366,438400
-0.348456868330647,-0.712274599270135,-0.317040516330434,0.949638795749977,437800
0.003745009140945,2.116876681522993,-0.185139986972472,-2.202743576121261,440200
-0.188950791913422,0.018981536258281,-0.190020298251396,0.144111514335224,440304
-0.041693376157521,-0.171965144820927,0.246381481872594,-0.29462354068276,432200
-0.112990268163183,-0.287443671549951,0.057771268877642,0.216254412518494,432300
-0.847412531293731,0.435301991452299,-0.134694838896034,0.255785364794296,440305
0.140362877999211,0.788784525695592,-0.257143699393824,-0.962491748865893,432700
-1.32832933427526,0.709434821561753,0.429182070282182,0.100264905570034,432502
0.021915605053331,0.820740374799182,-0.989969746707941,0.255954787046347,433103
0.111327189994152,-0.286224295699255,-0.375856777664323,0.500042674316953,608013
0.220356477585753,-0.105238876427779,-2.210435767879618,1.670478979757821,346204
0.035116202381393,0.493572639157166,-0.094809927929115,-0.796338335340565,346203
-0.159544416833113,0.109859819522007,-0.296346054100576,0.063527122796971,360101
-0.038034073628221,0.178537423042349,-0.333086273985212,-0.220147965833893,355109
-0.040547342814978,-0.068144891193701,0.021342227402326,0.146177480457607,355113
-0.086289361265686,-0.915810555832724,0.238894980149696,0.533000120025108,334006
0.315181198805639,-0.033080816898951,-0.509420257084583,-0.009641256559686,334200
0.001193654614497,0.509934241826889,0.013613936271107,0.036268888870379,392200
0.23121417094613,0.27896161883131,0.105306742624199,-0.658297427190928,355306
-0.849406814022131,0.209822976320719,0.0625057552676,0.57748076041083,355112
0.715328711354262,-0.140003717985291,-0.185331289402409,-0.093202835171518,252317
-0.336192325924998,0.896336159810156,-0.322636032016466,-0.140230755450619,252316
1.335776450152544,-1.194860581374927,0.523026774772573,0.016613324301246,253206
-1.37093946336932,1.588292553073084,-0.073805971904276,-0.089020388977134,253205
-0.227782415970743,-1.459213941059147,-0.24346578314506,1.761492493683698,253204
-1.86874647042865,0.239710521947258,1.703515990506953,0.197181572115218,444301
-0.093421427321066,0.296241865386604,-0.073699180728156,-0.458642534093918,404700
-0.145072015620996,0.462218207621684,-1.384009335450984,0.640771498948824,404800
-0.007566500422719,0.083547593659882,-1.614788219340302,1.076424239724601,405200
-1.076674593621697,-0.846733807278386,-0.258645530175782,1.934879480593001,405500
-3.696195006320116,3.076202167507581,0.256353571164365,0.355526806771406,450750
0.321656141428608,1.239140299631398,-1.169302298761041,-0.41546324044565,451403
0.215785240773322,-0.414963663304586,-0.280204568729628,0.234127839650441,405100
-0.618307472115114,0.622354205266459,0.006549641696777,-0.217385452506426,404900
-0.11750946637796,-0.304845842494367,-0.45891039755066,0.783668541550456,151602
0.595245893656773,0.238930251701671,-0.390152857460274,-0.271638660594069,150607
-0.267649078153852,-1.097841011969466,0.100401539464508,1.207286563520577,150610
-0.139605102599255,0.331525020640138,-0.100372970266753,-0.079957664434771,153809
-0.225141200363419,0.808414825313205,0.034454831380377,-0.485342487188058,153104
-0.51611104973507,-0.633201943744481,0.038436795032382,0.860016379464305,405401
0.282607908590653,-0.324621042165313,-0.210926683695639,0.088280686190666,302010
-0.178081185308265,0.222789520632936,0.269730322964266,0.173419612027383,451703
0.503336964434219,0.655032998260901,-3.820196961350525,2.013109351132335,355117
-0.049916866414636,-0.32292053050994,1.030759289722365,-0.86935323146254,503329
0.265535477068126,0.009683687201479,-0.296947097968834,0.175247478876931,512032
0.374592516220717,0.105030281701982,0.022308600199755,-0.497357883519734,512033
-1.051110696825521,2.706395278162679,-0.172575502686274,-1.662457628388634,511916
-0.689940088301048,0.041926884275124,-0.178718014735884,0.72402645116519,442302
-0.120425614903771,0.018745637430886,0.6201642629254,-0.631294208598325,406602
-0.17456457764447,-1.40534482287455,-0.475592377344121,1.695397563695789,407101
-0.497442945693293,-1.384300372096386,-0.39413169608002,1.993147461677228,407102
-0.486233844312255,0.452924447932891,-0.024226910526067,0.073473484501197,432501
-0.234807983734085,-0.152201075661606,-0.84160002422512,0.830430250449848,406201
-0.000854897769967,-0.002827255822573,0.100207294839672,-0.506394258140869,406202
-0.437017276101958,-0.132937657163934,-0.003087971415254,0.157296270809343,406300
0.75274056666685,-0.035046495957424,-0.073669786899238,0.080998602994136,201900
0.525601498466402,0.151603754552617,-0.127318286322334,0.123192295722644,201500
-0.097674663942834,0.013788196061719,-0.72818182402431,0.979760538378844,200703
1.648664986051673,-0.977367089645257,-0.048873255445374,-0.336589197510738,200400
1.406007186053727,0.136488090176107,-0.114579536518979,-1.23964489536946,201700
1.32018575197767,-0.963197345962788,-0.548368360385212,0.337629662575322,200802
-0.109495719010645,-0.266025846260342,-0.231477408686568,0.293416996312471,026303
-2.50318873498288,-0.053876165207136,0.048860109367526,2.260225983134943,026401
0.072662173572157,-2.758098709438421,0.006032901089762,2.56122636744625,026402
-0.711666869235153,-0.213049325708914,0.1203806934316,0.607449108629463,026403
-0.00224743391454,0.002577110377414,-0.043042444481763,-0.438733707614576,030101
-0.070212239249665,-0.336768006498563,0.973700792281618,-0.760901842930577,030102
-0.030314029763118,-0.206802774704243,-0.162280899467022,0.138790205412614,030201
0.148482587102051,0.487781653963756,-0.341317040600634,-0.547492513621516,030301
0.049574865715662,0.253764091597205,-0.793720308633334,0.393894694665817,030302
